module,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
1,Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,11/48,88/9446,0.125,24.598958333333332,15.894487480234506,4.1157175740737743e-13,5.185804143332956e-11,5.068831117543491e-11,2155/7035/5624/2159/5104/1361/5627/5340/3818/5345/2161,11
1,Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,5/48,51/9446,0.09803921568627451,19.293300653594773,9.361224216966006,5.394377431331503e-6,3.398457781738847e-4,3.32180083929361e-4,3949/341/3931/255738/27329,5
1,Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,7/48,298/9446,0.02348993288590604,4.622623042505593,4.541215157572159,7.026833955875061e-4,0.029512702614675253,0.02884700255569762,2690/10850/8743/7066/2658/3460/8600,7
2,Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,8/135,101/9446,0.07920792079207921,5.542207554088742,5.525959674082548,9.359268705924536e-5,0.02180709608480417,0.018817056029806174,5054/7424/7040/6401/2335/4087/5601/4772,8
3,Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,22/122,298/9446,0.0738255033557047,5.716030366376939,9.462402355452571,2.399113351957052e-11,4.822217837433674e-9,4.267896384007808e-9,3557/3952/3626/920/8809/7132/8797/9518/8792/3953/1435/55540/9235/939/7133/3575/7293/3604/27302/23495/943/3593,22
3,Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,8/122,100/9446,0.08,6.1940983606557385,5.972787247279613,4.2441366142625776e-5,0.0035331575053394446,0.0031270155454431324,920/4254/921/1435/3575/2208/933/3815,8
3,Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,7/122,76/9446,0.09210526315789473,7.131363244176013,6.1386632635824485,5.273369410954395e-5,0.0035331575053394446,0.0031270155454431324,5360/335/9370/2167/4023/336/2168,7
3,Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,7/122,88/9446,0.07954545454545454,6.158904619970194,5.561437721222538,1.3476881319986967e-4,0.006772132863293451,0.005993665639678414,3426/3075/629/2158/5327/718/11326,7
3,Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,9/122,160/9446,0.05625,4.355225409836065,4.896064357268666,2.1830650682311072e-4,0.007645883867188669,0.00676697760437227,920/100506658/3685/23114/4685/933/6614/114798/941,9
3,Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,14/122,362/9446,0.03867403314917127,2.9943845666153424,4.425928475379795,2.2823533931906473e-4,0.007645883867188669,0.00676697760437227,3082/1293/4254/1945/4846/5228/3685/1435/22801/3575/7058/4233/374/3815,14
