protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff
CD99L2,fid_23596,-0.18700324837853285,1.2505686604911068e-44,2.4520786122364406e-43,-0.030768406752054698,0.03614008179828533,0.060463845836173084,0.18700324837853285,0.030768406752054698,1.824537393852963e-15,3.821701263722026e-12,0.15623484162647816
ELN,fid_23643,0.1763707601660656,8.14154096111229e-40,1.3201098376625636e-38,0.32449275177959896,3.549434897181216e-114,9.827959298107124e-112,0.1763707601660656,0.32449275177959896,1.8437504657116235e-15,3.850847686044957e-12,0.14812199161353337
CD99L2,fid_23551,-0.1491302497224438,7.946540599622462e-29,7.833069396989522e-28,0.008092601368707358,0.581640672254564,0.6671060943192939,0.1491302497224438,0.008092601368707358,1.9063931284933865e-15,3.970273994200506e-12,0.15722285109115114
RLN2,fid_23550,0.02474130138755243,0.06602871178235227,0.10033264889108869,0.18093468563507398,1.9977891463764717e-35,4.158352424324744e-34,0.02474130138755243,0.18093468563507398,2.018437818902958e-15,4.1916090810030165e-12,0.15619338424752155
ADAMTS15,fid_23644,-0.01734669924866413,0.1974939195153982,0.26634684633195294,0.139890651301322,1.053820678436453e-21,1.0530542475921765e-20,0.01734669924866413,0.139890651301322,2.0513756701767595e-15,4.247873019174485e-12,0.15723735054998614
CNTN1,fid_23635,0.20926956297145743,1.0981529100085124e-55,3.1925586085932447e-54,0.05420071816579805,2.2167308436672322e-4,5.252671493277622e-4,0.20926956297145743,0.05420071816579805,2.0588883593813707e-15,4.251317855504321e-12,-0.15506884480565938
HEG1,fid_23646,-0.08330482884288712,5.674717456118406e-10,1.8978941774906462e-9,-0.23704252275975876,2.99090149889907e-60,1.585616285445886e-58,0.08330482884288712,0.23704252275975876,2.070213234904035e-15,4.262592509174319e-12,-0.15373769391687164
TNFRSF1A,fid_23629,-0.21003645260422854,4.3251264929169565e-56,1.2732426140029665e-54,-0.05510057853025196,1.7379334183910237e-4,4.172531642616937e-4,0.21003645260422854,0.05510057853025196,2.144212322160214e-15,4.402485837084833e-12,0.15493587407397658
C9,fid_23587,0.1242743612829528,1.8990504527193684e-20,1.2041462291939765e-19,0.27561595130622957,1.2419183629816507e-81,1.3241378402293034e-79,0.1242743612829528,0.27561595130622957,2.180746927675757e-15,4.464885831519713e-12,0.15134159002327677
C9,fid_23599,0.14051653780708095,9.543774495271891e-26,8.041631300919273e-25,0.2907993662831262,4.5458980273987454e-91,6.48753113911694e-89,0.14051653780708095,0.2907993662831262,2.2024210528093997e-15,4.4965952141418785e-12,0.15028282847604524
RBP5,fid_23625,-1.8416713303948137e-4,0.9890843608828377,0.9921023089410087,-0.15685811809720784,6.175992361979368e-27,8.437787038439524e-26,1.8416713303948137e-4,0.15685811809720784,2.2086762265941606e-15,4.496734875214735e-12,-0.15667395096416836
C9,fid_23453,0.1623994612643323,6.112698701880068e-34,7.699464352880548e-33,0.311145504308878,1.1730428146089168e-104,2.4879016106945247e-102,0.1623994612643323,0.311145504308878,2.2236556136710363e-15,4.514586126648416e-12,0.1487460430445457
CD99L2,fid_23554,-0.185787079268697,4.600568622792579e-44,8.830008430835124e-43,-0.030278974686017167,0.03920756428574121,0.06509258457676537,0.185787079268697,0.030278974686017167,2.490974228771367e-15,5.043223648111758e-12,0.15550810458267983
INHBC,fid_23625,0.042464054852979397,0.001599850412941402,0.0031212059306373885,-0.11465213723551312,4.806597646773402e-15,3.0472530238052095e-14,0.042464054852979397,0.11465213723551312,2.5250794893164257e-15,5.083950277837527e-12,-0.15711619208849253
TFPI,fid_23632,0.14741741498084798,3.3692235702122344e-28,3.2200183255459214e-27,-0.009152783714123112,0.5331689932642936,0.6229343998548126,0.14741741498084798,0.009152783714123112,2.520633280793803e-15,5.083950277837527e-12,-0.1565701986949711
GPD1,fid_23644,-0.06846447864353152,3.5436384377567076e-7,9.681240511320145e-7,0.08881135006835808,1.372673453411439e-9,5.608594277390771e-9,0.06846447864353152,0.08881135006835808,2.5562252621459488e-15,5.132441335665199e-12,0.1572758287118896
TFPI,fid_23426,-0.07320571055762427,5.1656828476886136e-8,1.5024684185568133e-7,0.08405128261260879,9.882331913983785e-9,3.733023505484454e-8,0.07320571055762427,0.08405128261260879,2.5881163070779083e-15,5.1821574754538386e-12,0.15725699317023306
CD99L2,fid_23634,0.23398413258834586,1.5252596805603397e-69,6.808782820791993e-68,0.08065199950024694,3.7954796526810486e-8,1.3556528799069354e-7,0.23398413258834586,0.08065199950024694,2.6030660529556802e-15,5.1977722591643676e-12,-0.1533321330880989
APOE,fid_23487,0.02856942341455425,0.033774068689775345,0.054383939439275886,0.18387782480266163,1.4981136598503622e-36,3.2720579647295464e-35,0.02856942341455425,0.18387782480266163,2.7725900319840123e-15,5.521107905580744e-12,0.15530840138810736
NFASC,fid_23617,-0.15754092769042813,5.141354089664271e-32,5.935254418361798e-31,-0.30612928765422404,3.3240740829556775e-101,6.3984112547371764e-99,0.15754092769042813,0.30612928765422404,2.7852152590033093e-15,5.531095059881515e-12,-0.1485883599637959
ORM1,fid_23562,-0.28140777987260895,5.099097080127703e-101,5.33647491698531e-99,-0.13106828439175522,3.176701314605566e-19,2.700623413020584e-18,0.28140777987260895,0.13106828439175522,2.8090703361574933e-15,5.563268123977349e-12,0.15033949548085374
APOE,fid_23599,0.04501848965311556,8.199610085891691e-4,0.0016539692332115216,-0.1118230103276533,2.216903660510694e-14,1.3396138278983125e-13,0.04501848965311556,0.1118230103276533,2.8570190091942127e-15,5.64285321595554e-12,-0.15684149998076885
CGA,fid_23461,0.13005040262218798,2.94974693612149e-22,2.0631736357520677e-21,-0.02652342682401488,0.07089457668561006,0.11102908451874097,0.13005040262218798,0.02652342682401488,2.881040284104344e-15,5.674876397658115e-12,-0.15657382944620285
C9,fid_23641,0.1604819816489647,3.573979521853759e-33,4.3486718169389626e-32,0.30877345776470677,5.131972738710524e-103,1.0401776011293108e-100,0.1604819816489647,0.30877345776470677,2.8962858517573647e-15,5.683528805401137e-12,0.14829147611574206
ELN,fid_23456,-0.025113623039705615,0.062055341662206165,0.09485002120948541,-0.18042548537465017,3.1134768529541345e-35,6.4274355104223656e-34,0.025113623039705615,0.18042548537465017,2.9010721705648517e-15,5.683528805401137e-12,-0.15531186233494454
COL4A1,fid_23639,-0.18246889582937764,1.5359222522497052e-42,2.781294300973904e-41,-0.02723997848428493,0.0636012709346421,0.10074176859393041,0.18246889582937764,0.02723997848428493,2.918445109569584e-15,5.702194562993468e-12,0.1552289173450927
APOC1,fid_23624,-0.14404794982487612,5.4942929533346774e-27,4.935757207649672e-26,-0.2933735013931545,9.97253317759119e-93,1.4923504760143672e-90,0.14404794982487612,0.2933735013931545,3.028593137801861e-15,5.901542570889181e-12,-0.14932555156827837
TFF3,fid_23557,0.13465508545956847,9.293166463016253e-24,7.051058482677141e-23,-0.02170334513646629,0.1394517874993538,0.20220902849447847,0.13465508545956847,0.02170334513646629,3.0431881595107796e-15,5.914126987073207e-12,-0.15635843059603477
ELN,fid_23452,-0.14068146682964677,8.366004235432679e-26,7.071699142236841e-25,-0.2901946453195963,1.10868706797476e-90,1.564714816122646e-88,0.14068146682964677,0.2901946453195963,3.0759171975858346e-15,5.954011854502423e-12,-0.14951317848994955
APOE,fid_23608,-0.0450198932096504,8.196522675615145e-4,0.0016533785816131216,0.11163706847007394,2.4479583722837273e-14,1.4741476852658755e-13,0.0450198932096504,0.11163706847007394,3.0800949014185015e-15,5.954011854502423e-12,0.15665696167972434
PLTP,fid_23575,-0.026390779946262124,0.04989967455955543,0.07776443018796725,0.12996917713010792,6.300584486693399e-19,5.246440046109787e-18,0.026390779946262124,0.12996917713010792,3.1417178990502147e-15,6.0570237726381075e-12,0.15635995707637004
MFGE8,fid_23612,-0.34713939444597425,3.9891222722859825e-156,1.378705530331856e-153,-0.4771360270693536,2.1460134791437614e-262,6.214299295057925e-259,0.34713939444597425,0.4771360270693536,3.1714011046536684e-15,6.0980757573982284e-12,-0.12999663262337935
PCBD1,fid_23469,0.07836500303176192,5.5282171259423706e-9,1.7244014633800774e-8,0.23130553749243746,2.2295447938095273e-57,1.0715481531636398e-55,0.07836500303176192,0.23130553749243746,3.2223437268507923e-15,6.179681565516328e-12,0.15294053446067554
PTPRZ1,fid_23635,0.1764154795730668,7.781863217553468e-40,1.2628040688273285e-38,0.021265390504787735,0.14761499609762976,0.21244973996747912,0.1764154795730668,0.021265390504787735,3.261880350711394e-15,6.239041466283983e-12,-0.15515008906827907
C9,fid_23588,-0.14341492211182907,9.214555732401356e-27,8.185659513727875e-26,-0.2925884041338869,3.210451395672556e-92,4.7389431323478455e-90,0.14341492211182907,0.2925884041338869,3.298522721852392e-15,6.292568421119937e-12,-0.14917348202205785
DPP4,fid_23536,-0.022581843586878682,0.09339738494969922,0.13719699894779197,0.13356244558736324,6.571864324507174e-20,5.844622608006991e-19,0.022581843586878682,0.13356244558736324,3.3428511892932466e-15,6.360439457500523e-12,0.15614428917424192
IL1RN,fid_23630,0.1504919310587964,2.489524763850772e-29,2.518040319558058e-28,-0.005252881372483294,0.7206110160958488,0.7865009241672851,0.1504919310587964,0.005252881372483294,3.4165062299307237e-15,6.4836100250829706e-12,-0.1557448124312797
NFASC,fid_23634,0.16015888175395013,4.802280130710651e-33,5.809663897610775e-32,0.3080744419934085,1.5522777588697962e-102,3.09531850687817e-100,0.16015888175395013,0.3080744419934085,3.457727593815683e-15,6.544748970678768e-12,0.14791556023945837
PTPRZ1,fid_23648,-0.1122945678564764,5.837498494127762e-17,3.035307952258753e-16,0.044010794848831185,0.002718416889058678,0.005545861621887294,0.1122945678564764,0.044010794848831185,3.5382201324861067e-15,6.6797092912078165e-12,0.1563053627053076
MFGE8,fid_23593,-0.02771908208399837,0.039441362897236106,0.06270441671980624,0.12802598971318999,2.0844593488209375e-18,1.675439495905947e-17,0.02771908208399837,0.12802598971318999,4.072341737403288e-15,7.668145640773495e-12,0.15574507179718836
NAGPA,fid_23646,-0.06400883710817752,1.937074019689587e-6,4.9962932028538656e-6,-0.21701082588173237,1.4751972110570772e-50,5.528612272402941e-49,0.06400883710817752,0.21701082588173237,4.134794846641274e-15,7.76562551209076e-12,-0.15300198877355486
ADIPOQ,fid_23629,0.36092573647041204,1.6145091801703115e-169,7.261604714928017e-167,0.21798761901174257,5.223109203948491e-51,1.9889546213732307e-49,0.36092573647041204,0.21798761901174257,4.156462397029826e-15,7.786200310555633e-12,-0.14293811745866947
FABP4,fid_23644,-0.11803805023215169,1.3752164895983036e-18,7.859024070065059e-18,0.037754735826233364,0.010127969336344444,0.01881363048258664,0.11803805023215169,0.037754735826233364,4.230211491868319e-15,7.88371499704139e-12,0.15579278605838506
HEG1,fid_23618,0.12457033620281699,1.5412440956238715e-20,9.820926552986404e-20,0.27437102709898636,6.945642866069117e-81,7.223220131618088e-79,0.12457033620281699,0.27437102709898636,4.229758757745627e-15,7.88371499704139e-12,0.14980069089616938
TFF3,fid_23517,0.07489655813031813,2.5235584887584085e-8,7.506478602092756e-8,-0.08111266173629697,3.172654317047999e-8,1.141751214252838e-7,0.07489655813031813,0.08111266173629697,4.290281456968821e-15,7.975216270204873e-12,-0.1560092198666151
AGRN,fid_23625,0.007491945288987503,0.5778287678147819,0.656497559522624,-0.1477198265300225,4.840101058807858e-24,5.589703020011399e-23,0.007491945288987503,0.1477198265300225,4.338000261826143e-15,8.043349664039176e-12,-0.15521177181901
APCS,fid_23632,0.3329285289866002,5.202326631952915e-143,1.4035680282958312e-140,0.18758870283389342,5.366493844475977e-38,1.2438720860623503e-36,0.3329285289866002,0.18758870283389342,4.371380381597373e-15,8.084617745895166e-12,-0.14533982615270677
CST3,fid_23629,-0.22126254874523393,3.370893886528579e-62,1.2094333964060885e-60,-0.06861035308434807,2.91366890921818e-6,8.58387466745014e-6,0.22126254874523393,0.06861035308434807,4.400426909202878e-15,8.117681956453902e-12,0.15265219566088586
DPP4,fid_23522,-0.0376656674452812,0.005125354545460804,0.009379621039141873,0.11800320904433365,7.482792604231106e-16,5.0290585239638075e-15,0.0376656674452812,0.11800320904433365,4.446225194388576e-15,8.181403301930741e-12,0.15566887648961486
RLN2,fid_23536,0.01805448957592569,0.17981784653458843,0.2454116887853295,0.17254294382769475,2.531586836511645e-32,4.572085456500424e-31,0.01805448957592569,0.17254294382769475,4.462325961890314e-15,8.190295053552271e-12,0.15448845425176905
MFGE8,fid_23600,-0.30626396892071517,3.214211904645486e-120,5.278329988398969e-118,-0.4403180135814759,2.879018389082477e-219,5.0913864105966075e-216,0.30626396892071517,0.4403180135814759,4.502121124232287e-15,8.242521911453092e-12,-0.1340540446607607
VSIG4,fid_23553,-0.2458084726145132,8.863335196313074e-77,4.858330908047834e-75,-0.09459638200082998,1.0819976737982725e-10,4.867482739431522e-10,0.2458084726145132,0.09459638200082998,4.763125558982369e-15,8.69846058583094e-12,0.1512120906136832
ELN,fid_23453,-0.16643924141170882,1.3785212775400954e-35,1.8660756498533237e-34,-0.3131063958098191,5.026897474963549e-106,1.1149542015945167e-103,0.16643924141170882,0.3131063958098191,4.923998307138921e-15,8.969710810967641e-12,-0.14666715439811026
GFRA1,fid_23625,-0.024692121751037282,0.06656888723868065,0.10107506602418126,-0.17872739284911915,1.3543029556219587e-34,2.7183711345659157e-33,0.024692121751037282,0.17872739284911915,4.9494272014229924e-15,8.993492805593687e-12,-0.15403527109808188
LDLR,fid_23633,0.6182764314556997,0,0,0.5127222071915849,2.026232317282967e-309,9.26244315347859e-306,0.6182764314556997,0.5127222071915849,5.310202401032201e-15,9.624986836270913e-12,-0.10555422426411476
ADIPOQ,fid_23633,-0.4047968072370871,8.945426038593594e-217,9.98742389102461e-214,-0.267010215524781,1.521945025665623e-76,1.3865590686256839e-74,0.4047968072370871,0.267010215524781,5.446200787474636e-15,9.846934240201436e-12,0.13778659171230612
FURIN,fid_23614,0.03255279661902067,0.015568467646565436,0.026554148059972416,-0.12235237173422074,6.180350641426985e-17,4.485924720192353e-16,0.03255279661902067,0.12235237173422074,5.8931901573153176e-15,1.0628668226381265e-11,-0.15490516835324142
ADH4,fid_23625,5.431609952624718e-4,0.9678144184221877,0.9764130873061193,-0.15372201700578084,6.369289658592211e-26,8.2233145726947475e-25,5.431609952624718e-4,0.15372201700578084,5.98603684975997e-15,1.0742807776661453e-11,-0.1542651780010433
C9,fid_23552,-0.010655089926574967,0.4286213911068123,0.5150314510826097,0.14383379896842782,7.270218726837592e-23,7.815506637055691e-22,0.010655089926574967,0.14383379896842782,5.98557616954345e-15,1.0742807776661453e-11,0.15448888889500278
APOE,fid_23607,0.04179821878618981,0.001893769104968234,0.0036619986812952386,-0.11309319038779579,1.1212843037063613e-14,6.922308883212e-14,0.04179821878618981,0.11309319038779579,6.208720618915275e-15,1.1115001517652236e-11,-0.1548914091739856
GGT1,fid_23646,-0.08826198233877258,5.0482117222141063e-11,1.8133997441254738e-10,-0.23916359893820188,2.477521418539292e-61,1.368550972912549e-59,0.08826198233877258,0.23916359893820188,6.226375611705418e-15,1.1119220668873368e-11,-0.1509016165994293
FAM20A,fid_23414,-0.1344265277735648,1.1064982760294015e-23,8.361010598558317e-23,0.020112186503551826,0.1708534060967806,0.2412711789785624,0.1344265277735648,0.020112186503551826,6.3123534315029436e-15,1.1245132737678225e-11,0.15453871427711663
FSTL3,fid_23553,-0.22902922975303247,1.252373758684629e-66,5.135481361909775e-65,-0.07775933672189293,1.1439319899909109e-7,3.898977393431484e-7,0.22902922975303247,0.07775933672189293,6.5995827574768625e-15,1.1699466671218696e-11,0.15126989303113952
PTPRZ1,fid_23643,-0.10448453781396716,7.076177771522169e-15,3.2505311174226927e-14,0.05034065198706046,6.044874640912604e-4,0.0013535852244767705,0.10448453781396716,0.05034065198706046,6.593226697183468e-15,1.1699466671218696e-11,0.1548251898010276
APOE,fid_23442,0.06281485665902728,2.998603003809488e-6,7.615784595871305e-6,0.2147394471782029,1.6175931105875703e-49,5.854288792319247e-48,0.06281485665902728,0.2147394471782029,6.628747400649324e-15,1.1722576890416906e-11,0.15192459051917562
ENPP2,fid_23434,0.09232706077642538,6.271210241663557e-12,2.3938773317990228e-11,-0.062473506883694505,2.0659903114088636e-5,5.5395624205716386e-5,0.09232706077642538,0.062473506883694505,6.873424086579639e-15,1.2096410901386842e-11,-0.1548005676601199
BCHE,fid_23557,0.018186903996346697,0.1766457427141247,0.24158508589184402,0.17161948865147153,5.4375128643722e-32,9.663201820886843e-31,0.018186903996346697,0.17161948865147153,6.872913451352456e-15,1.2096410901386842e-11,0.15343258465512483
PLTP,fid_23573,-0.07196006060751987,8.669521574347104e-8,2.4801439905711753e-7,0.0827928183652251,1.636480452284825e-8,6.053646727543371e-8,0.07196006060751987,0.0827928183652251,7.090416000620845e-15,1.244815012595954e-11,0.15475287897274498
TNR,fid_23562,0.10866903287934838,5.649785241451044e-16,2.7708765565648472e-15,-0.0459211347253932,0.0017589962410108698,0.0036895854044863164,0.10866903287934838,0.0459211347253932,7.130285814153335e-15,1.248798257490815e-11,-0.1545901676047416
NFASC,fid_23612,-0.08343149552307502,5.343514473837786e-10,1.7904278812356478e-9,-0.234180893167683,8.285562836892453e-59,4.1820860571537355e-57,0.08343149552307502,0.234180893167683,7.333397240373948e-15,1.2812837619274608e-11,-0.15074939764460799
PTPRZ1,fid_23641,0.11020620841549902,2.1777227699817895e-16,1.0946461352360572e-15,-0.044271647251951735,0.0025639372325836104,0.00525092790539274,0.11020620841549902,0.044271647251951735,7.410137247855803e-15,1.2915869223012665e-11,-0.15447785566745076
APOE,fid_23500,0.020551821136465337,0.12678928218004437,0.18026399792692335,0.17364577560378952,1.0102970407741385e-32,1.8608631520815688e-31,0.020551821136465337,0.17364577560378952,7.672099696396264e-15,1.3340478216343046e-11,0.15309395446732418
IL1RN,fid_23552,-0.37062021539825823,2.4223641063261768e-179,1.3228018976447494e-176,-0.23012754848756442,8.479759510728848e-57,3.992842760392951e-55,0.37062021539825823,0.23012754848756442,7.828436520992124e-15,1.3579833758924168e-11,0.14049266691069381
APOE,fid_23435,-0.00402431998763137,0.7649749235061485,0.818152572550317,0.14963195791490735,1.2418013100668151e-24,1.4873927820394407e-23,0.00402431998763137,0.14963195791490735,7.920326608783276e-15,1.3706521212829898e-11,0.15365627790253872
LGALS9,fid_23632,0.3158643091890354,3.7056700100576227e-128,7.215097345513506e-126,0.17062252337811407,1.2352185793346088e-31,2.1563471964365393e-30,0.3158643091890354,0.17062252337811407,8.077824679138618e-15,1.3945875034116392e-11,-0.14524178581092134
GDF2,fid_23443,0.1026011516478785,2.1376376755370736e-14,9.535478487951238e-14,-0.051718678465389155,4.257282879132456e-4,9.729786785743058e-4,0.1026011516478785,0.051718678465389155,8.110657709042524e-15,1.396937785147177e-11,-0.15431983011326766
APOE,fid_23596,0.047980179661805934,3.620034636862521e-4,7.593143756714455e-4,-0.10629364593328908,3.9425683892000736e-13,2.1631923642263748e-12,0.047980179661805934,0.10629364593328908,8.157658722220417e-15,1.3984334701951997e-11,-0.154273825595095
RLN2,fid_23412,0.021087713174082066,0.117182757010753,0.1680449301869474,0.17401543842600575,7.41530866759422e-33,1.374531691152017e-31,0.021087713174082066,0.17401543842600575,8.1578219883682e-15,1.3984334701951997e-11,0.1529277252519237
SSC5D,fid_23620,-7.34850857931133e-4,0.9564654367754871,0.9679449770011377,-0.1541902285841413,4.5095839695853533e-26,5.87170905054941e-25,7.34850857931133e-4,0.1541902285841413,8.218276194750616e-15,1.4054818599780672e-11,-0.15345537772621018
CD99L2,fid_23595,-0.17260767263903212,3.493192129188038e-38,5.2932500697366274e-37,-0.019691164515787143,0.1799876026060456,0.25244543728480073,0.17260767263903212,0.019691164515787143,8.334876990175234e-15,1.4220767553159756e-11,0.15291650812324498
ENPP2,fid_23576,0.001063442335507776,0.9370329845821463,0.9536049022918314,-0.15233332642695785,1.7623170155343773e-25,2.2185964124324363e-24,0.001063442335507776,0.15233332642695785,8.561189708867212e-15,1.4572688705587035e-11,-0.15339676876246564
ACHE,fid_23628,-0.04988512280844319,2.0881593555341122e-4,4.487908808643266e-4,0.1042600459686574,1.0958463544828047e-12,5.808448384892045e-12,0.04988512280844319,0.1042600459686574,8.645967217998595e-15,1.4682609810806393e-11,0.1541451687771006
CD99L2,fid_23555,-0.17833713305503618,1.103833555622963e-40,1.854172514599015e-39,-0.02584967512926303,0.07836432770320899,0.12142695993308254,0.17833713305503618,0.02584967512926303,9.20205565025673e-15,1.559053452291783e-11,0.15248745792577315
APOE,fid_23424,0.0366828506056786,0.006411439354576092,0.011579217383428158,0.188754351516849,1.8586613482035712e-38,4.388424786824811e-37,0.0366828506056786,0.188754351516849,9.435390498154328e-15,1.594868444456746e-11,0.1520715009111704
PRAP1,fid_23593,-0.026025235757073533,0.05315568803343501,0.08239153183051681,0.12757409482770496,2.7459918884419392e-18,2.1895845778725255e-17,0.026025235757073533,0.12757409482770496,9.592200027218203e-15,1.6176121433835348e-11,0.15359933058477848
TFF3,fid_23445,0.038613607820248065,0.004110640944466012,0.0076178051486013075,-0.11514046496636599,3.677657893993541e-15,2.3521341083473852e-14,0.038613607820248065,0.11514046496636599,9.660472710828482e-15,1.625354407612078e-11,-0.15375407278661404
APCS,fid_23635,-0.35759825236362025,3.176923966666749e-166,1.3378255061508458e-163,-0.21637555832108307,2.8901927259556145e-50,1.072542463595959e-48,0.35759825236362025,0.21637555832108307,9.688769911200794e-15,1.6263506520387956e-11,0.14122269404253718
COL18A1,fid_23625,0.018081597263622223,0.17916503666687816,0.24461766418764977,-0.13532308109251368,2.1221579503167486e-20,1.9482022724750516e-19,0.018081597263622223,0.13532308109251368,9.831001033454911e-15,1.6426382326774864e-11,-0.1534046783561359
APOE,fid_23639,-0.04137388358740301,0.002106140982336584,0.004050743980896625,0.1123699646183984,1.654549861234225e-14,1.0088319535176654e-13,0.04137388358740301,0.1123699646183984,9.82250813315449e-15,1.6426382326774864e-11,0.15374384820580142
RLN2,fid_23424,0.021655277581225946,0.10764132546953087,0.1557892549001481,0.17405593941154543,7.167945276889163e-33,1.329493156798588e-31,0.021655277581225946,0.17405593941154543,1.0043755954842635e-14,1.6705064495227065e-11,0.15240066183031947
IGSF9,fid_23583,0.03924901635842244,0.0035364233042952703,0.006609739009880312,0.1910838550746093,2.1869785008608395e-39,5.364348578425975e-38,0.03924901635842244,0.1910838550746093,1.002382714135025e-14,1.6705064495227065e-11,0.15183483871618686
C7,fid_23458,0.14020977923703282,1.218793929155467e-25,1.0210198131924083e-24,-0.013013144960520804,0.375600787101806,0.46973105697028933,0.14020977923703282,0.013013144960520804,1.0180240040996035e-14,1.6893411071317784e-11,-0.15322292419755362
GHR,fid_23647,-0.2662456639023174,3.091203362065975e-90,2.4506789167253215e-88,-0.11813054378486368,6.96484699429134e-16,4.690889021848058e-15,0.2662456639023174,0.11813054378486368,1.0258662024457446e-14,1.6984768970155875e-11,0.14811512011745373
C9,fid_23643,-0.14402146058338797,5.614732050256741e-27,5.0406508205434193e-26,-0.29052214479801136,6.842840112589776e-91,9.721634718283308e-89,0.14402146058338797,0.29052214479801136,1.03699668016653e-14,1.7130030319139074e-11,-0.1465006842146234
LDLR,fid_23556,-0.4687474795847585,1.0435390576937429e-299,3.2692954174250033e-296,-0.34024821196331934,4.7412182932903415e-126,1.7654018613373526e-123,0.4687474795847585,0.34024821196331934,1.0435406760692596e-14,1.7199041114015782e-11,0.12849926762143915
ACHE,fid_23458,0.10003982001111751,9.311803152074354e-14,3.992583160877879e-13,-0.053656566117568215,2.563668102888086e-4,6.027051739007489e-4,0.10003982001111751,0.053656566117568215,1.0464131226930166e-14,1.7207364171495203e-11,-0.15369638612868572
LAIR1,fid_23629,-0.16866026813526677,1.6444120096787704e-36,2.3190392235139028e-35,-0.016252699774939424,0.26845387510255103,0.35516250654307785,0.16866026813526677,0.016252699774939424,1.0674476535817465e-14,1.751363533861116e-11,0.15240756836032734
ACHE,fid_23640,0.11676530541127268,3.2071153949438963e-18,1.7951167385082222e-17,-0.036707448493802454,0.012417541913503801,0.022712733404169207,0.11676530541127268,0.036707448493802454,1.0712212591286577e-14,1.753596439175093e-11,-0.15347275390507514
LEP,fid_23601,-0.023487857702777674,0.08097199148011591,0.12064135246720017,-0.17556515172754478,2.012644971333064e-33,3.825851964533377e-32,0.023487857702777674,0.17556515172754478,1.1201847330727107e-14,1.8255268827891735e-11,-0.1520772940247671
BMP10,fid_23639,-0.2488945366249921,9.847675504500943e-79,5.718299779988755e-77,-0.09998404073303528,8.825044679602594e-12,4.346920608240874e-11,0.2488945366249921,0.09998404073303528,1.1184810232968644e-14,1.8255268827891735e-11,0.14891049589195682
SHBG,fid_23642,0.32595903983296787,7.92165061305454e-137,1.85612547928338e-134,0.18241074894765927,5.479313340818667e-36,1.169064402871066e-34,0.32595903983296787,0.18241074894765927,1.1587777632809052e-14,1.8799901796054097e-11,-0.1435482908853086
ACE2,fid_23469,0.0955959908441466,1.0965751779069033e-12,4.395365615377523e-12,0.24465282066051589,3.503273020573447e-64,2.1352515159886116e-62,0.0955959908441466,0.24465282066051589,1.1571836140086438e-14,1.8799901796054097e-11,0.14905682981636928
GH1,fid_23477,-0.014012649562235373,0.2978740165785188,0.379430968247187,0.1387185655891684,2.299267880463722e-21,2.248414671418633e-20,0.014012649562235373,0.1387185655891684,1.2500192365393108e-14,2.0235027432363113e-11,0.15273121515140378
DPP4,fid_23578,-0.05025676023338785,1.8714546778343262e-4,4.041727529720964e-4,0.10294452703178382,2.101095490164119e-12,1.0893446249074299e-11,0.05025676023338785,0.10294452703178382,1.2612195223777536e-14,2.0370965481541e-11,0.15320128726517168
CD99L2,fid_23552,-0.1746818870381611,4.445879649637853e-39,6.993622230550655e-38,-0.022911893067682057,0.11872450433759348,0.17556713260455048,0.1746818870381611,0.022911893067682057,1.278031110224656e-14,2.0596732369749378e-11,0.15176999397047902
TNR,fid_23433,0.0948542144591854,1.6373897739359996e-12,6.487392391235038e-12,-0.05834424796646532,7.016482983598427e-5,1.7683683010686322e-4,0.0948542144591854,0.05834424796646532,1.2907296613579853e-14,2.0755361294125795e-11,-0.15319846242565072
RLN2,fid_23447,0.005362083393477002,0.6903841143378753,0.7555580961827222,0.15755953714799495,3.6404952367939796e-27,5.039567266839739e-26,0.005362083393477002,0.15755953714799495,1.3059605894951588e-14,2.0953921439809177e-11,0.15219745375451796
RLN2,fid_23500,0.026797545977898515,0.04647469768196357,0.07286483390714804,0.1783814658086595,1.8239049887078865e-34,3.638653656980051e-33,0.026797545977898515,0.1783814658086595,1.3134152861080228e-14,2.102711334399076e-11,0.15158391983076097
MFGE8,fid_23520,0.12523644691869448,9.616729078223959e-21,6.199268133013985e-20,-0.02758583722422196,0.06030930118121309,0.09603242849114206,0.12523644691869448,0.02758583722422196,1.3218229837604062e-14,2.109551264491521e-11,-0.15282228414291643
APOE,fid_23623,0.017850052780859403,0.18479812880773513,0.2513355939310139,0.1696817844118427,2.6668586501011476e-31,4.580235206785603e-30,0.017850052780859403,0.1696817844118427,1.3234924990928203e-14,2.109551264491521e-11,0.1518317316309833
FSHB,fid_23461,0.14869496877983385,1.1489821491068575e-28,1.124053899209215e-27,-0.003642918119853873,0.8041134348789566,0.8537754885107609,0.14869496877983385,0.003642918119853873,1.3436548161324473e-14,2.1370021305565926e-11,-0.15233788689968772
NFASC,fid_23625,-0.0876742935388378,6.773236440825595e-11,2.410375052889077e-10,-0.23673529289985493,4.2815995408267054e-60,2.257034577791279e-58,0.0876742935388378,0.23673529289985493,1.3626929785363063e-14,2.1625491272544152e-11,-0.14906099936101713
