protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff,metabolite_label
IL1RN,fid_23625,-0.06784461723118941,4.5172070210831574e-7,1.224027653696932e-6,-0.24325012944414917,1.9033059906358748e-63,1.1291990829155689e-61,0.06784461723118941,0.24325012944414917,1.4545299160539548e-19,1.1012473264743877e-15,-0.17540551221295975,Cholesterol to Total Lipids in Small LDL percentage
ENPP2,fid_23577,0.07382312154263387,3.9839140776475574e-8,1.1683002836274567e-7,-0.10579800471622412,5.067181416513588e-13,2.7569519467515945e-12,0.07382312154263387,0.10579800471622412,1.5395625164606776e-19,1.1457158513899906e-15,-0.17962112625885798,Free Cholesterol in Small HDL
SHBG,fid_23647,0.25853546886011103,5.134764328444762e-85,3.5415694549324675e-83,0.08419284775514409,9.332966982800171e-9,3.533656507894874e-8,0.25853546886011103,0.08419284775514409,1.5447903768031233e-19,1.1457158513899906e-15,-0.17434262110496695,Free Cholesterol to Total Lipids in Small HDL percentage
C9,fid_23613,-0.11426667868400876,1.6460345757472783e-17,8.83791797831846e-17,-0.28657912284698267,2.1875802429422227e-88,2.8861883019748387e-86,0.11426667868400876,0.28657912284698267,1.6013649505560501e-19,1.1756784731086917e-15,-0.17231244416297392,Triglycerides to Total Lipids in IDL percentage
TFF3,fid_23442,0.09989628616298914,1.0101268973322017e-13,4.322511482957978e-13,-0.07943635209958039,6.062557957488372e-8,2.1221405413159338e-7,0.09989628616298914,0.07943635209958039,1.7817678216024561e-19,1.2948469970560077e-15,-0.1793326382625695,Total Fatty Acids
APOE,fid_23407,0.02700137526811882,0.04483424066512796,0.0705100939499236,0.20392189611059128,9.986252593680519e-45,3.006261580068507e-43,0.02700137526811882,0.20392189611059128,1.7993116240591934e-19,1.2948469970560077e-15,0.17692052084247245,Total Triglycerides
ACHE,fid_23578,-0.08925615369426348,3.0569702703436635e-11,1.1137793789044954e-10,0.08998805881202818,8.29114907067772e-10,3.452121059644582e-9,0.08925615369426348,0.08998805881202818,1.8723453706434516e-19,1.334194762833481e-15,0.17924421250629166,Triglycerides in Small HDL
APOE,fid_23550,0.04205227333124804,0.00177621912885856,0.00344621607040629,0.21821097722463612,4.1163193134436347e-51,1.5714420310465626e-49,0.04205227333124804,0.21821097722463612,1.8953773703016897e-19,1.3374942033337357e-15,0.17615870389338809,Triglycerides in Small LDL
APCS,fid_23637,-0.25822405558391404,8.273641119125213e-85,5.67529147626925e-83,-0.08446008976836104,8.375652493872334e-9,3.1835521238416525e-8,0.25822405558391404,0.08446008976836104,2.0365850018715088e-19,1.4200079783595828e-15,0.17376396581555298,Free Cholesterol to Total Lipids in Large HDL percentage
IL1RN,fid_23632,0.3601579476566941,9.366997487486154e-169,4.126196455046698e-166,0.1950103348427514,5.570409961828333e-41,1.4538733995136637e-39,0.3601579476566941,0.1950103348427514,2.0513824771887301e-19,1.4200079783595828e-15,-0.16514761281394272,Free Cholesterol to Total Lipids in Very Large HDL percentage
C9,fid_23607,0.2252871871603604,1.791127936448361e-64,6.888833183587421e-63,0.3872544082965516,8.197543611433333e-166,6.420505194657003e-163,0.2252871871603604,0.3872544082965516,2.2275593888976416e-19,1.5274143567847756e-15,0.1619672211361912,Free Cholesterol to Total Lipids in Very Small VLDL percentage
APOE,fid_23484,0.03209090776523046,0.01710054594194892,0.02897176740813796,0.20822389537615693,1.3376278983131975e-46,4.327751715819629e-45,0.03209090776523046,0.20822389537615693,2.3691594720222636e-19,1.593799317850045e-15,0.17613298761092647,Cholesterol in Chylomicrons and Extremely Large VLDL
CFH,fid_23647,-0.2806279627332255,1.9010178613429859e-100,1.964622086133633e-98,-0.10871376730774164,1.1386339973517336e-13,6.513619875717461e-13,0.2806279627332255,0.10871376730774164,2.3622667585251906e-19,1.593799317850045e-15,0.17191419542548383,Free Cholesterol to Total Lipids in Small HDL percentage
C9,fid_23578,-0.2064991979424282,3.0842611600126927e-54,8.563764461906198e-53,-0.3702429496519412,1.201309543749905e-150,7.318935599273153e-148,0.2064991979424282,0.3702429496519412,2.390158450116394e-19,1.593799317850045e-15,-0.163743751709513,Triglycerides in Small HDL
C9,fid_23554,0.00743282483393358,0.5808339646725126,0.6591876037407067,0.1844180262635281,9.267666605904072e-37,2.042024854286799e-35,0.00743282483393358,0.1844180262635281,2.4715374445031945e-19,1.6330818475688194e-15,0.1769852014295945,Cholesterol in Very Large HDL
MFGE8,fid_23601,-0.2336104356331829,2.5442226418957137e-69,1.1293635562670719e-67,-0.3944431909982123,1.692417698713244e-172,1.4928418062784535e-169,0.2336104356331829,0.3944431909982123,2.5557213653508545e-19,1.673493257386781e-15,-0.1608327553650294,Cholesteryl Esters to Total Lipids in Small VLDL percentage
LDLR,fid_23620,-0.04659742385715249,5.333040044448513e-4,0.00109830611671721,-0.2218038033486806,8.610756505447106e-53,3.4969909826287226e-51,0.04659742385715249,0.2218038033486806,2.7055688353615927e-19,1.7557958055131268e-15,-0.17520637949152812,Cholesterol to Total Lipids in Medium LDL percentage
ENPP2,fid_23573,0.05981824392771999,8.680379936434178e-6,2.121256793144644e-5,-0.11819879468142222,6.70193705201155e-16,4.51838046290684e-15,0.05981824392771999,0.11819879468142222,3.070534377362945e-19,1.97500847082574e-15,-0.1780170386091422,Total Lipids in Small HDL
PZP,fid_23572,0.10111727653690468,5.0365567060247334e-14,2.196206922798027e-13,-0.07699223073059343,1.5228793498117646e-7,5.125066192084356e-7,0.10111727653690468,0.07699223073059343,3.119455527271909e-19,1.9888745441601478e-15,-0.17810950726749808,Concentration of Small HDL Particles
MFGE8,fid_23506,0.03578107147749947,0.00783948843035291,0.01398439382044515,-0.14177029394720098,2.9739862174475844e-22,3.075851466238325e-21,0.03578107147749947,0.14177029394720098,3.2364532382667373e-19,2.045525690106653e-15,-0.17755136542470046,Cholesteryl Esters in Medium VLDL
ORM1,fid_23554,-0.2577248337399532,1.775109192796386e-84,1.2079434413532347e-82,-0.08498256589577331,6.771964831396041e-9,2.59608534482184e-8,0.2577248337399532,0.08498256589577331,3.305350148782611e-19,2.071061167232598e-15,0.1727422678441799,Cholesterol in Very Large HDL
APOE,fid_23485,0.03563124535857088,0.00810258165549651,0.01442365690245804,0.21083100050814568,9.346417931143384e-48,3.162895191037748e-46,0.03563124535857088,0.21083100050814568,3.4392504057097464e-19,2.1365417193439492e-15,0.17519975514957478,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
APOE,fid_23483,0.02597031430775803,0.05365989558050745,0.0831030530849635,0.2015502499558426,1.0327663857254034e-43,2.992889537511186e-42,0.02597031430775803,0.2015502499558426,3.4750104762345424e-19,2.1404621520779907e-15,0.17557993564808458,Phospholipids in Chylomicrons and Extremely Large VLDL
C9,fid_23639,-0.0691971845876205,2.6525914988106945e-7,7.316778360969085e-7,-0.2425463517769249,4.431178694706592e-63,2.5971438124766447e-61,0.0691971845876205,0.2425463517769249,3.808938416503768e-19,2.32643236824021e-15,-0.1733491671893044,Phospholipids to Total Lipids in Medium HDL percentage
APOE,fid_23486,0.02733605409229076,0.04224665271709507,0.0667772368941107,0.20258328551961183,3.7465751539484617e-44,1.1032398678116576e-42,0.02733605409229076,0.20258328551961183,3.9639820184144767e-19,2.3603686113000345e-15,0.1752472314273211,Free Cholesterol in Chylomicrons and Extremely Large VLDL
CFH,fid_23614,0.10410463770157684,8.858168448769792e-15,4.045130451476336e-14,-0.07346912537966396,5.47479603149227e-7,1.7415200791120767e-6,0.10410463770157684,0.07346912537966396,3.9588235588605856e-19,2.3603686113000345e-15,-0.1775737630812408,Phospholipids to Total Lipids in Large LDL percentage
CFP,fid_23614,0.10523635653992608,4.5260498335216166e-15,2.1039097765082823e-14,-0.07231135139574685,8.234040652676486e-7,2.571445267714265e-6,0.10523635653992608,0.07231135139574685,3.9943995122649447e-19,2.3603686113000345e-15,-0.17754770793567293,Phospholipids to Total Lipids in Large LDL percentage
APOE,fid_23536,0.04111925699263674,0.00224384224984852,0.00430068827689595,0.21577754506704297,5.432791018143234e-50,1.9986439887169428e-48,0.04111925699263674,0.21577754506704297,3.9663765273133796e-19,2.3603686113000345e-15,0.1746582880744062,Triglycerides in Large LDL
ENPP2,fid_23574,0.07309368223775774,5.4137924191224696e-8,1.5721901714779773e-7,-0.1044368951955922,1.0034050371251002e-12,5.333717676810427e-12,0.07309368223775774,0.1044368951955922,4.0342358726414616e-19,2.3646836238289247e-15,-0.1775305774333499,Phospholipids in Small HDL
LEP,fid_23614,0.13907773905585308,2.9910744004185763e-25,2.4545066132983716e-24,-0.03801487866118676,0.00962103563915034,0.01794188329122769,0.13907773905585308,0.03801487866118676,4.0805864227264098e-19,2.3727173681733272e-15,-0.17709261771703982,Phospholipids to Total Lipids in Large LDL percentage
SULT2A1,fid_23469,-0.02327723821631553,0.08373371024416544,0.12435154264013398,0.15336978029681744,8.252627985447799e-26,1.0586607337388603e-24,0.02327723821631553,0.15336978029681744,4.362408731551973e-19,2.5164554767957554e-15,0.17664701851313297,Tyrosine
APOE,fid_23447,0.0382349900628996,0.00449178213015466,0.00828267768424237,0.2126151231546226,1.4817995387252832e-48,5.17448755900469e-47,0.0382349900628996,0.2126151231546226,4.811062987060535e-19,2.75340922988047e-15,0.174380133091723,Monounsaturated Fatty Acids
APOE,fid_23453,0.01636595526506483,0.2240410337705349,0.2971982410045164,-0.15987172873730943,6.265666060875549e-28,9.038922510950592e-27,0.01636595526506483,0.15987172873730943,4.882599673053209e-19,2.7725193773163576e-15,-0.17623768400237427,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
APOE,fid_23543,0.03968989850042031,0.00318195810618684,0.00598301339089666,0.21394115191159596,3.728773250764878e-49,1.3318531577112818e-47,0.03968989850042031,0.21394115191159596,4.961320594268967e-19,2.7953810921341917e-15,0.17425125341117564,Triglycerides in Medium LDL
APCS,fid_23552,-0.4069028624541469,3.1379556508862614e-219,3.626015013814486e-216,-0.24924616887641624,1.2713826757780933e-66,8.385484043724749e-65,0.4069028624541469,0.24924616887641624,5.688116801503342e-19,3.1802304791949808e-15,0.15765669357773066,Total Lipids in Very Large HDL
GDF2,fid_23458,0.11553132754844986,7.225041796051693e-18,3.962890225686378e-17,-0.06098468014041567,3.2389576135277863e-5,8.491407511120302e-5,0.11553132754844986,0.06098468014041567,6.156386631149233e-19,3.415765382828114e-15,-0.17651600768886552,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PRAP1,fid_23625,-0.10989316563025651,2.647211364975447e-16,1.323816959617229e-15,-0.279708374833554,4.0621872338030365e-84,4.68505809160948e-82,0.10989316563025651,0.279708374833554,6.39167870086741e-19,3.5116165877025648e-15,-0.16981520920329746,Cholesterol to Total Lipids in Small LDL percentage
ADAMTS15,fid_23646,-0.11870073355227131,8.816843324010358e-19,5.09221989577243e-18,-0.2879028789360833,3.188322886111813e-89,4.310587633250623e-87,0.11870073355227131,0.2879028789360833,6.425771687839967e-19,3.5116165877025648e-15,-0.16920214538381195,Cholesteryl Esters to Total Lipids in Small HDL percentage
MFGE8,fid_23618,0.3388821752116598,2.0202790451215157e-148,6.052767677843019e-146,0.48489128246649565,3.570775120424408e-272,1.1186853670487899e-268,0.3388821752116598,0.48489128246649565,7.995522646676178e-19,4.336860985676339e-15,0.14600910725483585,Triglycerides to Total Lipids in Large LDL percentage
SHBG,fid_23564,0.13188276098366325,7.561297372876644e-23,5.463984938483331e-22,-0.04361795509276119,0.00296714932058607,0.00601826761314067,0.13188276098366325,0.04361795509276119,8.864029410608334e-19,4.772334341142124e-15,-0.17550071607642445,Triglycerides in Large HDL
APOE,fid_23458,0.03625613699979076,0.00705512157238349,0.01266734616296756,-0.13903292225611866,1.8663850296580473e-21,1.8355025268467895e-20,0.03625613699979076,0.13903292225611866,9.229041509513926e-19,4.932318727501114e-15,-0.17528905925590943,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
ACHE,fid_23617,0.10951615204622846,3.3464304422011544e-16,1.6632744450613788e-15,-0.06593421356137784,6.990127662225454e-6,1.976257362909784e-5,0.10951615204622846,0.06593421356137784,1.020660596742757e-18,5.393250818762831e-15,-0.1754503656076063,Free Cholesterol to Total Lipids in Large LDL percentage
C9,fid_23618,-0.11170024171690512,8.512139147514809e-17,4.3840074039336583e-16,-0.2804295536371568,1.4667986616859328e-84,1.7134598811826555e-82,0.11170024171690512,0.2804295536371568,1.0239912895697492e-18,5.393250818762831e-15,-0.1687293119202517,Triglycerides to Total Lipids in Large LDL percentage
PLTP,fid_23576,-0.05581905291256905,3.32702608878656e-5,7.719888836834335e-5,0.11944861185472912,3.299710784835144e-16,2.2740118610110393e-15,0.05581905291256905,0.11944861185472912,1.0619739924033151e-18,5.5530620062769354e-15,0.1752676647672982,Cholesteryl Esters in Small HDL
PLA2G7,fid_23647,0.2219961746614393,1.3075906481389515e-62,4.7522247031225675e-61,0.38127959585775617,2.207504129604828e-160,1.5807708709604008e-157,0.2219961746614393,0.38127959585775617,1.1094383194628424e-18,5.7598154512392656e-15,0.15928342119631686,Free Cholesterol to Total Lipids in Small HDL percentage
PAG1,fid_23632,0.34545518231898165,1.553886438587192e-154,5.22151102193605e-152,0.1824494276113767,5.295894752321186e-36,1.1308929925446896e-34,0.34545518231898165,0.1824494276113767,1.1309157052046534e-18,5.829677964039741e-15,-0.16300575470760495,Free Cholesterol to Total Lipids in Very Large HDL percentage
C9,fid_23634,-0.1358181088981425,3.8061704541037794e-24,2.947602315646327e-23,-0.3024986169267743,9.514588036900902e-99,1.697471167758645e-96,0.1358181088981425,0.3024986169267743,1.2114423938778146e-18,6.2008020182014505e-15,-0.16668050802863182,Phospholipids to Total Lipids in Large HDL percentage
ORM1,fid_23555,-0.26294174019905386,5.605394980741561e-88,4.188521475529321e-86,-0.09378086505202551,1.562644686000157e-10,6.932073190169798e-10,0.26294174019905386,0.09378086505202551,1.4464254736142291e-18,7.351796317569957e-15,0.16916087514702832,Cholesteryl Esters in Very Large HDL
APOE,fid_23564,0.07018440972325109,1.787304712843771e-7,4.994899517996265e-7,0.24053487072866048,4.885753646694718e-62,2.769118222692427e-60,0.07018440972325109,0.24053487072866048,1.5584669133389734e-18,7.866264340896385e-15,0.1703504610054094,Triglycerides in Large HDL
C9,fid_23628,-0.19856555286113436,3.3278639061441315e-50,8.015889480585403e-49,-0.3593394295576046,2.140480741940686e-141,1.0917668478213968e-138,0.19856555286113436,0.3593394295576046,1.6688794455346059e-18,8.365471146740436e-15,-0.16077387669647025,Triglycerides to Total Lipids in Small LDL percentage
GGT1,fid_23644,-0.03009222334345092,0.02535468576990516,0.04175424850761953,0.1435722373344765,8.701530249822226e-23,9.304491390711807e-22,0.03009222334345092,0.1435722373344765,1.83758136850731e-18,9.148021257900941e-15,0.1736644606779274,Phospholipids to Total Lipids in Small HDL percentage
C9,fid_23636,0.1900435235711569,4.6317633491941014e-46,9.621621614959267e-45,0.3513307767947685,7.90688784330671e-135,3.534422631019962e-132,0.1900435235711569,0.3513307767947685,1.915842671660604e-18,9.47274724412074e-15,0.1612872532236116,Cholesteryl Esters to Total Lipids in Large HDL percentage
C9,fid_23602,0.12836909349067277,1.0112547086318462e-21,6.874725446659434e-21,0.2944710670465112,1.9331084087707414e-93,2.9511512662366025e-91,0.12836909349067277,0.2944710670465112,2.0990883106827078e-18,1.030866524285016e-14,0.16610197355583844,Free Cholesterol to Total Lipids in Small VLDL percentage
APOE,fid_23481,0.02771281151617937,0.03948598301380299,0.06276958790238756,0.19905624322398419,1.1673463217077227e-42,3.24982187204361e-41,0.02771281151617937,0.19905624322398419,2.4456255687665803e-18,1.1929909246793172e-14,0.1713434317078048,Concentration of Chylomicrons and Extremely Large VLDL Particles
C9,fid_23585,0.13059456897376195,1.9728412652921423e-22,1.3928471278920173e-21,0.2961538849638554,1.5403824507043586e-94,2.425997219995449e-92,0.13059456897376195,0.2961538849638554,2.5295554241881595e-18,1.2257061990120694e-14,0.16555931599009346,Cholesterol to Total Lipids in Very Large VLDL percentage
APOE,fid_23636,0.03922680194003087,0.00355519941044412,0.00664276551531626,-0.13386412271347867,5.4204581441996183e-20,4.847440188750234e-19,0.03922680194003087,0.13386412271347867,2.568437340171672e-18,1.2363045565525274e-14,-0.17309092465350953,Cholesteryl Esters to Total Lipids in Large HDL percentage
LGALS9,fid_23629,-0.27061164649025515,2.857190536613552e-93,2.4544316923736733e-91,-0.10330974800201093,1.7551603357078473e-12,9.15356534877604e-12,0.27061164649025515,0.10330974800201093,2.6557386533726716e-18,1.2699165665588896e-14,0.16730189848824423,Phospholipids to Total Lipids in Very Large HDL percentage
F9,fid_23637,-0.3028054652633335,1.9702455328872046e-117,3.0371909457347608e-115,-0.13795011849963557,3.820803721815707e-21,3.681809683443636e-20,0.3028054652633335,0.13795011849963557,2.7442698116438262e-18,1.3036734454031991e-14,0.16485534676369795,Free Cholesterol to Total Lipids in Large HDL percentage
MFGE8,fid_23607,-0.3287486890900376,2.777052829368827e-139,6.924350205910717e-137,-0.4736020500182371,5.066895471345838e-258,1.4002953240812803e-254,0.3287486890900376,0.4736020500182371,3.4105782365661468e-18,1.6096844092607852e-14,-0.14485336092819945,Free Cholesterol to Total Lipids in Very Small VLDL percentage
ORM1,fid_23563,-0.2761402677799491,3.4036797996924195e-97,3.254275180860617e-95,-0.1100241550526107,5.745259260346751e-14,3.363944522863889e-13,0.2761402677799491,0.1100241550526107,3.8115807193752444e-18,1.787242805212141e-14,0.1661161127273384,Free Cholesterol in Large HDL
