name,wX_01,wX_02,wX_03,wX_04,wX_05,wX_06,wX_07,wX_08,wX_09,wX_10
FLT3LG,0.007716378437166413,-0.027866807104255795,-0.035499587702919645,0.028426167837506053,-0.0538955338714337,0.06769921311743356,0.016218385637011817,0.011500039211408339,-0.029786878643756984,0.011872154157708212
FXN,0.02084273767641673,0.24974559879871852,-0.05371533115076932,0.035828733136720234,-0.022139257582682252,-0.008396275574920294,-0.28388100305622915,-0.0777657184687908,-0.08816532630272556,-0.16574916516652927
GALNT2,-0.12547285034930122,-0.1509852148252816,-0.12759910728848564,0.10955980720701688,0.04872982105661894,-0.09246606106007185,-0.0739912502465625,0.24832318168920522,-0.2732808773070177,-0.1418022008939863
GDF15,0.004802680522030775,0.04283145503408551,0.023012058331619598,0.13125351383090322,-0.11009659170523829,0.011910155406368896,0.14084863211858234,-0.1439686351918039,-0.1646174655950364,-0.14365511965507824
GMPR,-0.023972639144509946,-0.037494856972377776,-0.030982725824777093,-0.02126267763407494,-0.003345349196625377,0.01374794468327483,0.047283492262013525,0.012372688892831659,-0.024947429458488324,0.009961393308518668
GPC1,0.0020877380153052137,0.060342034821737,0.04372144568481527,-0.017932763517487234,0.0030416659004074216,-0.009612912317409843,0.014705112840165699,0.15808540562872275,0.08906399997520795,0.020351765523730865
GZMA,0.01743797972420536,0.007548549556973432,-0.06578340620713304,0.04750879986129886,0.0911022970482236,0.04145410870298873,0.027275889813555155,0.025685223214355877,0.049194969735150036,-0.08775996026967131
HAO1,0.015892114972247153,-0.050391570656621795,-0.006859120151453524,0.02414536655230595,0.013827563972412185,0.08854168485593876,0.02992174292997999,0.04002462184976789,-0.031947189880677365,-0.05326798286566582
HBQ1,-0.04023710732225438,0.002893395350598446,-0.04340906893984656,0.018102904117564607,0.11168298046721852,-0.07843078545559504,-0.06025765318926712,0.13379882249878108,-0.012526993970274018,-0.11987009217849254
HCLS1,0.057242378931701504,-0.01765398978498023,-0.010783307237314228,-0.1308671097051118,0.5103517000239847,-0.0062370918794849095,0.06167900526227264,0.04173839674892762,0.07264660955986192,0.033672375621291474
HGF,0.1561185866424056,0.166936036123763,0.12373250050589296,-0.16815021621689702,0.42790089332515485,-0.07113626357886468,-0.04523037055815869,0.045551197986860095,-0.1823675172784994,-0.008758201054421091
HMBS,0.016126610599823028,-0.016898645651453534,0.03210141280926392,-0.04134531983852796,0.056361988178317744,0.04034447635528307,0.021460230495877985,6.146727732855244e-4,-0.06904908913869173,0.011545367307978893
HPCAL1,0.09038032026633219,0.40810822647732115,-0.375575464485949,0.0752573882899095,-0.12369610944493512,-0.29706522771934435,0.05350088591639332,0.21318872640388128,-0.10437891232948705,0.10726981319627465
HS6ST1,0.040880185579697685,-0.15284089160011324,0.067528075639013585,0.0026011424187193663,0.012134957038189773,0.10991659671337092,-0.17231157325143306,-0.03567570474104345,-0.0013076780058612944,-0.08487982008399513
HSPB6,0.006485126485134273,-0.03147854614280691,0.09878637398277007,-0.109495265765643,-0.061301520612445606,0.24351155772330071,-0.19398610456517926,-0.13975354232268117,-0.13895879446279,0.13463957699430404
HYOU1,0.12179656596862101,-0.11525897011468882,0.2022995518230225,-0.14089102171775922,-0.13572765554087046,0.021419162120054267,0.0698178823467088,0.02786611111538565,-0.05530061883236328,-0.05318051406800777
ICAM2,-0.025486633051081103,0.030676203461479257,-0.03399693183601692,-0.029153440412705532,0.05789939786240591,0.01946012182351109,0.011289326974205252,-0.13678815355135593,-0.021061207565948602,0.11753020175493545
ICAM3,-0.009172888153600595,0.0898680472005024,0.05294310140629538,0.1416699883583406,0.06333479752026877,0.21417807188939875,-0.3164643317620018,-0.11538895302347134,-0.022315760037738178,-0.08915426498857833
IDS,-0.007023476167207273,-0.0040247880978902814,0.01932802684033482,-0.06054436044206234,-0.048838295191301666,-0.01918860297624883,-0.025414481536789615,0.015168197247588144,0.02450484898142774,0.05154752612683616
IDUA,-0.005420874114017073,-0.04812465590303637,0.011862754263466467,0.06459243105740202,0.13020568884426428,0.0031747697033397827,-0.0685574661544848,-0.0019498983295015938,-2.7717673257012556e-4,0.1263461697962437
