ontology,pathway_id,pathway_description,module_protein,protein,metabolite_label
GO,GO:0051047,positive regulation of secretion,3,LEP,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Triglycerides to Total Lipids in Medium VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Cholesterol to Total Lipids in Large LDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Phospholipids to Total Lipids in Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Cholesteryl Esters to Total Lipids in Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Free Cholesterol to Total Lipids in Small HDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Triglycerides to Total Lipids in Very Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Free Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Valine
GO,GO:0051047,positive regulation of secretion,3,LEP,Free Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0051047,positive regulation of secretion,3,LEP,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
GO,GO:0051047,positive regulation of secretion,3,GRP,Triglycerides in Very Large HDL
GO,GO:0051047,positive regulation of secretion,3,GRP,Linoleic Acid
GO,GO:0051047,positive regulation of secretion,3,GRP,Triglycerides in Large HDL
GO,GO:0051047,positive regulation of secretion,3,GIP,Isoleucine
GO,GO:0051047,positive regulation of secretion,3,GIP,Free Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,GIP,Tyrosine
GO,GO:0051047,positive regulation of secretion,3,GIP,Free Cholesterol to Total Lipids in IDL percentage
GO,GO:0051047,positive regulation of secretion,3,GIP,Phenylalanine
GO,GO:0051047,positive regulation of secretion,3,GIP,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
GO,GO:0051047,positive regulation of secretion,3,GIP,Cholesteryl Esters to Total Lipids in Small HDL percentage
GO,GO:0051047,positive regulation of secretion,3,GIP,Leucine
GO,GO:0051047,positive regulation of secretion,3,GIP,Valine
GO,GO:0051047,positive regulation of secretion,3,GIP,Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,GIP,Triglycerides in Large HDL
GO,GO:0051047,positive regulation of secretion,3,GIP,3-Hydroxybutyrate
GO,GO:0051047,positive regulation of secretion,3,GIP,Cholesteryl Esters to Total Lipids in Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Phospholipids to Total Lipids in Large HDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Linoleic Acid to Total Fatty Acids percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Triglycerides to Total Lipids in Very Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Cholesteryl Esters to Total Lipids in Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Free Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Triglycerides to Total Lipids in Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Free Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Free Cholesterol to Total Lipids in Small HDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Free Cholesterol to Total Lipids in IDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Free Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Phospholipids to Total Lipids in Medium VLDL percentage
GO,GO:0051047,positive regulation of secretion,3,OXT,Glycine
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Medium LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in Medium LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol in Medium LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids in Medium LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Small LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol in Small LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of Medium LDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in Small LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Very Large VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of Small HDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of Medium VLDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids in Small VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids in LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol in Small VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in Medium VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Small VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids in Medium VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in Small VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,LDL Cholesterol
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of Small LDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of LDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,VLDL Cholesterol
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in Medium VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in Medium LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Apolipoprotein B
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of VLDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Cholesterol Minus HDL-C
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol in Small HDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids in Large LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids in Small LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Small HDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Clinical LDL Cholesterol
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in Large LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Large LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of Large LDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters to Total Lipids in Medium LDL percentage
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in Lipoprotein Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol in Large LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol in Medium VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in Small LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Apolipoprotein B to Apolipoprotein A1 ratio
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Free Cholesterol
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Cholesterol
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in Large LDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of IDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Esterified Cholesterol
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesteryl Esters in Medium VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol to Total Lipids in Very Large HDL percentage
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Cholesterol to Total Lipids in Small LDL percentage
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Concentration of Very Small VLDL Particles
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Phospholipids to Total Lipids in Small HDL percentage
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Free Cholesterol in Very Small VLDL
GO,GO:0051047,positive regulation of secretion,3,PLA2G10,Total Lipids in Very Small VLDL
GO,GO:0051047,positive regulation of secretion,3,TNFSF11,Apolipoprotein B to Apolipoprotein A1 ratio
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of Large HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Average Diameter for HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters in HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Phosphoglycerides ratio
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,HDL Cholesterol
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Medium HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Small HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of Very Large HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Average Diameter for VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol in HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Medium HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Large LDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Medium HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of Very Large VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Medium VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Very Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters in Medium HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of Large VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol in Medium HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Medium LDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides in VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Very Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in Chylomicrons and Extremely Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of Chylomicrons and Extremely Large VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Medium VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Very Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol in Medium HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in Chylomicrons and Extremely Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Apolipoprotein A1
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in IDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of Medium HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in IDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Valine
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Lipids in Medium HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Very Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Very Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Concentration of HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesteryl Esters to Total Lipids in IDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Triglycerides to Total Lipids in Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids to Total Lipids in Medium VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Phospholipids in Medium HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Leucine
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Apolipoprotein B to Apolipoprotein A1 ratio
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Free Cholesterol to Total Lipids in Small HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,ADIPOQ,Average Diameter for LDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Glycoprotein Acetyls
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Average Diameter for HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Monounsaturated Fatty Acids
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Large VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Very Large VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Very Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Large HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Small VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Triglycerides in Medium VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Very Large HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Very Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Triglycerides in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Medium VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Large HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,VLDL Cholesterol
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Medium VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Fatty Acids
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Medium LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids to Total Lipids in Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Medium VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters to Total Lipids in Small LDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters to Total Lipids in Medium LDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Medium LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids to Total Lipids in Small LDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Small LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Medium LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Medium LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Medium VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Medium LDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Apolipoprotein B to Apolipoprotein A1 ratio
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Small HDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Small LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Small LDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Small LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Apolipoprotein B
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of LDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Very Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Very Small VLDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Cholesterol Minus HDL-C
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesteryl Esters in Small HDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Total Lipids in Very Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol to Total Lipids in Large VLDL percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Concentration of Large LDL Particles
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Free Cholesterol in Very Small VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Cholesterol in Medium VLDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,Phospholipids in Small LDL
GO,GO:1902106,negative regulation of leukocyte differentiation,3,APCS,LDL Cholesterol
GO,GO:1902106,negative regulation of leukocyte differentiation,3,FSTL3,Creatinine
GO,GO:1902106,negative regulation of leukocyte differentiation,3,FSTL3,Degree of Unsaturation
GO,GO:1902106,negative regulation of leukocyte differentiation,3,FSTL3,Docosahexaenoic Acid to Total Fatty Acids percentage
GO,GO:1902106,negative regulation of leukocyte differentiation,3,FSTL3,Omega-3 Fatty Acids to Total Fatty Acids percentage
GO,GO:0032703,negative regulation of interleukin-2 production,3,HAVCR2,Albumin
GO,GO:0032703,negative regulation of interleukin-2 production,3,HAVCR2,Docosahexaenoic Acid
GO,GO:0032703,negative regulation of interleukin-2 production,3,VSIG4,Albumin
GO,GO:0070231,T cell apoptotic process,3,CD27,Albumin
GO,GO:0070231,T cell apoptotic process,3,CD27,Docosahexaenoic Acid
GO,GO:0070231,T cell apoptotic process,3,EFNA1,Creatinine
