protein,metabolite,r,p,q,r_s,p_s,q_s,sign,abs_r
PON3,fid_23641,0.3775754916206268,0,0,0.4030113566818587,0,0,+,0.3775754916206268
PRAP1,fid_23641,-0.42184999390105343,0,0,-0.4242697338385928,0,0,-,0.42184999390105343
LDLR,fid_23621,0.5086263180318916,0,0,0.508542361337322,0,0,+,0.5086263180318916
GCG,fid_23596,-0.3693698484019231,0,0,-0.3614852785763011,3.0579317610238e-311,1.2099072399546296e-308,-,0.3693698484019231
IGSF9,fid_23596,-0.41970429661254705,0,0,-0.4096716181616149,0,0,-,0.41970429661254705
LDLR,fid_23596,-0.4212741617023818,0,0,-0.4235209349931481,0,0,-,0.4212741617023818
MFGE8,fid_23596,-0.42007136272922063,0,0,-0.3937353065296778,0,0,-,0.42007136272922063
PON3,fid_23596,0.3825898197728617,0,0,0.40912245140449083,0,0,+,0.3825898197728617
PRAP1,fid_23596,-0.45109673531565825,0,0,-0.44509633524720726,0,0,-,0.45109673531565825
LDLR,fid_23646,-0.3736972988936418,0,0,-0.35840201166313157,1.298083563856096e-305,4.8658451511144416e-303,-,0.3736972988936418
MFGE8,fid_23646,-0.4374861339254623,0,0,-0.41502254456830323,0,0,-,0.4374861339254623
AGRP,fid_23626,0.3724233853963623,0,0,0.3693142880475653,0,0,+,0.3724233853963623
LDLR,fid_23626,0.5707688798728049,0,0,0.5654442079774895,0,0,+,0.5707688798728049
FGFBP1,fid_23601,0.37686612196006125,0,0,0.3537615134604014,2.92646698191165e-297,1.0047458303872587e-294,+,0.37686612196006125
PLA2G7,fid_23601,0.40197767855111083,0,0,0.395990863521322,0,0,+,0.40197767855111083
LDLR,fid_23586,-0.4045743396892395,0,0,-0.42583206859762895,0,0,-,0.4045743396892395
PRAP1,fid_23586,-0.4034305317964536,0,0,-0.4466672996817702,0,0,-,0.4034305317964536
FGFBP1,fid_23606,0.37379832605862884,0,0,0.342798310083395,4.453151985873485e-278,1.2334942496358273e-275,+,0.37379832605862884
IGSF9,fid_23606,-0.3996562086281118,0,0,-0.3826648832521482,0,0,-,0.3996562086281118
LDLR,fid_23606,-0.43856607041532353,0,0,-0.42935739462538114,0,0,-,0.43856607041532353
MFGE8,fid_23606,-0.4007231030480469,0,0,-0.3647228314585724,3.2242843e-317,1.355413392e-314,-,0.4007231030480469
PON3,fid_23606,0.4136511155099414,0,0,0.43638747730675437,0,0,+,0.4136511155099414
PRAP1,fid_23606,-0.4302578277197234,0,0,-0.4172804155898775,0,0,-,0.4302578277197234
APOM,fid_23404,0.3933109478482458,0,0,0.39001248584636633,0,0,+,0.3933109478482458
FGFBP1,fid_23404,0.4847586927516983,0,0,0.48190862230421116,0,0,+,0.4847586927516983
PLA2G7,fid_23404,0.5813179005992853,0,0,0.5969592949420441,0,0,+,0.5813179005992853
AGRP,fid_23481,0.42888177991545445,0,0,0.4539158209654625,0,0,+,0.42888177991545445
CCN1,fid_23481,0.4024991054565855,0,0,0.41344652889251343,0,0,+,0.4024991054565855
CES1,fid_23481,0.4232910196432098,0,0,0.4122994256996104,0,0,+,0.4232910196432098
FURIN,fid_23481,0.38180758028179584,0,0,0.38528038089321376,0,0,+,0.38180758028179584
GHR,fid_23481,0.3815062516468025,0,0,0.39400362184009596,0,0,+,0.3815062516468025
IGSF9,fid_23481,0.4349490904515015,0,0,0.43185269093709355,0,0,+,0.4349490904515015
LDLR,fid_23481,0.6255135079644203,0,0,0.6460859914273654,0,0,+,0.6255135079644203
MFGE8,fid_23481,0.48180370901302205,0,0,0.45069240201228405,0,0,+,0.48180370901302205
NPY,fid_23481,0.42047359053217465,0,0,0.44748808617330343,0,0,+,0.42047359053217465
PRAP1,fid_23481,0.40711272006623944,0,0,0.42253906050969375,0,0,+,0.40711272006623944
APOA1,fid_23430,0.5305541336207761,0,0,0.6482077455383451,0,0,+,0.5305541336207761
APOC1,fid_23430,0.4288473519077766,0,0,0.49742725183186987,0,0,+,0.4288473519077766
APOM,fid_23430,0.47376185271940974,0,0,0.4849576272437598,0,0,+,0.47376185271940974
FGFBP1,fid_23523,0.4839674289163082,0,0,0.48350127808492027,0,0,+,0.4839674289163082
PLA2G7,fid_23523,0.5964942465209145,0,0,0.6178243469959676,0,0,+,0.5964942465209145
FGFBP1,fid_23429,0.4543194122026453,0,0,0.4603865377704792,0,0,+,0.4543194122026453
LDLR,fid_23429,0.3884866291270259,0,0,0.38840587536107546,0,0,+,0.3884866291270259
PLA2G7,fid_23429,0.6067447395721688,0,0,0.6259808797383208,0,0,+,0.6067447395721688
TFPI,fid_23429,0.37209485847509305,0,0,0.4070354519333822,0,0,+,0.37209485847509305
ADIPOQ,fid_23558,0.43713381354899444,0,0,0.4470165281387729,0,0,+,0.43713381354899444
APOA1,fid_23558,0.44712975100494423,0,0,0.5439056794701979,0,0,+,0.44712975100494423
CFH,fid_23558,-0.39177346863625745,0,0,-0.4061573137838575,0,0,-,0.39177346863625745
LDLR,fid_23558,-0.43502730991562544,0,0,-0.4437832333262487,0,0,-,0.43502730991562544
MXRA8,fid_23558,0.48176300506136555,0,0,0.4972496306005791,0,0,+,0.48176300506136555
PLTP,fid_23558,0.5733380372567858,0,0,0.6049098809651912,0,0,+,0.5733380372567858
PON3,fid_23558,0.4163893005496525,0,0,0.4765338743420511,0,0,+,0.4163893005496525
SIT1,fid_23558,-0.38608785866737744,0,0,-0.3857937192323916,0,0,-,0.38608785866737744
SSC4D,fid_23558,-0.4060628605721943,0,0,-0.43365097275259545,0,0,-,0.4060628605721943
FGFBP1,fid_23530,0.4581839461098585,0,0,0.4626816171243611,0,0,+,0.4581839461098585
PLA2G7,fid_23530,0.5964758131998702,0,0,0.6166925027817071,0,0,+,0.5964758131998702
AGRP,fid_23495,0.43173998691722976,0,0,0.4370430363510047,0,0,+,0.43173998691722976
CCN1,fid_23495,0.4043021513852792,0,0,0.4030377175368454,0,0,+,0.4043021513852792
CES1,fid_23495,0.38114547890014927,0,0,0.3855389398098032,0,0,+,0.38114547890014927
FURIN,fid_23495,0.3826529640696212,0,0,0.3836503384689873,0,0,+,0.3826529640696212
GHR,fid_23495,0.3963686822088799,0,0,0.4057165946087699,0,0,+,0.3963686822088799
IGSF9,fid_23495,0.38783456658683213,0,0,0.3927869077988023,0,0,+,0.38783456658683213
LCAT,fid_23495,0.39152489253534223,0,0,0.4056116902103118,0,0,+,0.39152489253534223
LDLR,fid_23495,0.6770693955815879,0,0,0.6953153933225554,0,0,+,0.6770693955815879
MFGE8,fid_23495,0.4371452638689957,0,0,0.4153735316055433,0,0,+,0.4371452638689957
NPY,fid_23495,0.4368800662118092,0,0,0.44896484175720397,0,0,+,0.4368800662118092
PRAP1,fid_23495,0.37744504146297275,0,0,0.3835323681967143,0,0,+,0.37744504146297275
RARRES2,fid_23495,0.37402447725332144,0,0,0.3988379979111158,0,0,+,0.37402447725332144
APOA1,fid_23565,0.5320757605398908,0,0,0.649304265902828,0,0,+,0.5320757605398908
APOC1,fid_23565,0.38768846063262763,0,0,0.448439458412449,0,0,+,0.38768846063262763
APOM,fid_23565,0.3977667667827195,0,0,0.40188157760255167,0,0,+,0.3977667667827195
PLTP,fid_23565,0.4278647944043267,0,0,0.4357266881742554,0,0,+,0.4278647944043267
FGFBP1,fid_23537,0.42001382621734695,0,0,0.42722665022236556,0,0,+,0.42001382621734695
LDLR,fid_23537,0.4197095270923449,0,0,0.4215849414829577,0,0,+,0.4197095270923449
PLA2G7,fid_23537,0.5758449112038385,0,0,0.5904073188875026,0,0,+,0.5758449112038385
TFPI,fid_23537,0.36931329658640866,0,0,0.40231997057517305,0,0,+,0.36931329658640866
LDLR,fid_23502,0.5511991660384634,0,0,0.555125247197014,0,0,+,0.5511991660384634
PLA2G7,fid_23502,0.5493743243953693,0,0,0.566766534496409,0,0,+,0.5493743243953693
APOM,fid_23572,0.3719239287763066,0,0,0.37942993347559584,0,0,+,0.3719239287763066
LCAT,fid_23572,0.3933472416156487,0,0,0.40705931123721056,0,0,+,0.3933472416156487
MAMDC4,fid_23572,0.3747480212975917,0,0,0.37845506156078,0,0,+,0.3747480212975917
PROC,fid_23572,0.37605510709798556,0,0,0.3762416514966292,0,0,+,0.37605510709798556
TTR,fid_23572,0.37218551440553266,0,0,0.35784201169110236,1.3451600220118271e-304,4.990832077380696e-302,+,0.37218551440553266
FGFBP1,fid_23544,0.4234564254611501,0,0,0.4330320353832051,0,0,+,0.4234564254611501
LDLR,fid_23544,0.441840110984407,0,0,0.444387149307866,0,0,+,0.441840110984407
PLA2G7,fid_23544,0.6079692617288716,0,0,0.625766860230612,0,0,+,0.6079692617288716
TFPI,fid_23544,0.36912968232534216,0,0,0.40249797786527225,0,0,+,0.36912968232534216
AGRP,fid_23509,0.39934133911619446,0,0,0.3943328360645686,0,0,+,0.39934133911619446
CCN1,fid_23509,0.3837587562288805,0,0,0.3768845392785807,0,0,+,0.3837587562288805
LCAT,fid_23509,0.36993720388724716,0,0,0.3832304531516639,0,0,+,0.36993720388724716
LDLR,fid_23509,0.6561861214193282,0,0,0.6652097283954906,0,0,+,0.6561861214193282
NPY,fid_23509,0.40148020116101957,0,0,0.40257036440112126,0,0,+,0.40148020116101957
PLA2G7,fid_23509,0.4490874684682516,0,0,0.45867546573048773,0,0,+,0.4490874684682516
AGRP,fid_23428,0.3739214505862331,0,0,0.366852921485861,3.46e-321,1.517943e-318,+,0.3739214505862331
CCN1,fid_23428,0.37145676006248907,0,0,0.3608876558113882,3.8119902124289e-310,1.4952361889314078e-307,+,0.37145676006248907
LDLR,fid_23428,0.6190588901469832,0,0,0.6237821725936111,0,0,+,0.6190588901469832
PLA2G7,fid_23428,0.5100056802067663,0,0,0.5242854156256159,0,0,+,0.5100056802067663
ADIPOQ,fid_23551,0.3821882554895094,0,0,0.37664918745276393,0,0,+,0.3821882554895094
MXRA8,fid_23551,0.4279502244451957,0,0,0.43097789950253973,0,0,+,0.4279502244451957
PLTP,fid_23551,0.49471310130017565,0,0,0.5122424433016025,0,0,+,0.49471310130017565
AGRP,fid_23488,0.43569553129238275,0,0,0.44594601751692714,0,0,+,0.43569553129238275
CCN1,fid_23488,0.4094923462013799,0,0,0.4106846255978651,0,0,+,0.4094923462013799
CES1,fid_23488,0.41164189990096756,0,0,0.4097658703104097,0,0,+,0.41164189990096756
FURIN,fid_23488,0.4003616631824194,0,0,0.40235116839325386,0,0,+,0.4003616631824194
GHR,fid_23488,0.4074011191088951,0,0,0.4184280290955456,0,0,+,0.4074011191088951
IGSF9,fid_23488,0.4216273809700778,0,0,0.4226280902117321,0,0,+,0.4216273809700778
LCAT,fid_23488,0.3817264097644445,0,0,0.3960703639207663,0,0,+,0.3817264097644445
LDLR,fid_23488,0.6784531977681486,0,0,0.6990770850791191,0,0,+,0.6784531977681486
MFGE8,fid_23488,0.4608798267838599,0,0,0.4327672171469525,0,0,+,0.4608798267838599
NPY,fid_23488,0.4388974051275418,0,0,0.4549303453673742,0,0,+,0.4388974051275418
PRAP1,fid_23488,0.40411346826343797,0,0,0.4126401400055494,0,0,+,0.40411346826343797
RARRES2,fid_23488,0.38338647892223326,0,0,0.4108133558518794,0,0,+,0.38338647892223326
FGFBP1,fid_23516,0.3917580077511727,0,0,0.4034817299669439,0,0,+,0.3917580077511727
LDLR,fid_23516,0.46046237815067026,0,0,0.45447333316044086,0,0,+,0.46046237815067026
PLA2G7,fid_23516,0.531776839670246,0,0,0.5513378375263319,0,0,+,0.531776839670246
CD38,fid_23478,0.4019412127703006,0,0,0.3727456251439665,0,0,+,0.4019412127703006
CD59,fid_23478,0.442151425257324,0,0,0.4064204247294527,0,0,+,0.442151425257324
COL15A1,fid_23478,0.43451116669123796,0,0,0.39865565181061857,0,0,+,0.43451116669123796
COL6A3,fid_23478,0.3896136014046087,0,0,0.3494172433842591,1.4442601091789303e-289,4.5759939817551484e-287,+,0.3896136014046087
COLEC12,fid_23478,0.3869534105575718,0,0,0.3434429364664735,3.4832364657668172e-279,9.801487586719943e-277,+,0.3869534105575718
CST3,fid_23478,0.4195835358811099,0,0,0.3787305307519247,0,0,+,0.4195835358811099
HSPG2,fid_23478,0.39338369097557746,0,0,0.35902277840878855,9.665846195460219e-307,3.657176812125219e-304,+,0.39338369097557746
IGFBP4,fid_23478,0.39922796576086383,0,0,0.33477034820319146,1.6288960067617066e-264,3.883017754970869e-262,+,0.39922796576086383
IGFBP6,fid_23478,0.435983288980634,0,0,0.3875930281899887,0,0,+,0.435983288980634
NPDC1,fid_23478,0.411070823908586,0,0,0.36173301910597794,1.0727837166236e-311,4.2725066385601e-309,+,0.411070823908586
PIK3IP1,fid_23478,0.37122256795158337,0,0,0.31296673257366203,1.1111517330124795e-229,1.773039572463652e-227,+,0.37122256795158337
RELT,fid_23478,0.4132034685086792,0,0,0.3636831277631845,2.725499914e-315,1.12427799549e-312,+,0.4132034685086792
SCARB2,fid_23478,0.38838470938168734,0,0,0.3300389858686111,1.0408443717664451e-256,2.2883180749406444e-254,+,0.38838470938168734
SHISA5,fid_23478,0.38669252656537695,0,0,0.3271051885620025,6.1384670074751815e-252,1.2754797351372768e-249,+,0.38669252656537695
TAFA5,fid_23478,0.38575951088343563,0,0,0.3430987344379977,1.3590359756858875e-278,3.78898917239643e-276,+,0.38575951088343563
TNFRSF19,fid_23478,0.3884215532428663,0,0,0.33393285501456255,4.0145255227144954e-263,9.409485972912285e-261,+,0.3884215532428663
AGRP,fid_23486,0.4391061222586811,0,0,0.4575127839427835,0,0,+,0.4391061222586811
CCN1,fid_23486,0.41240121123218804,0,0,0.41855785140636503,0,0,+,0.41240121123218804
CES1,fid_23486,0.4129116909209494,0,0,0.4055744355709362,0,0,+,0.4129116909209494
FURIN,fid_23486,0.3717916007641793,0,0,0.37579006873190246,0,0,+,0.3717916007641793
GHR,fid_23486,0.3791355825802922,0,0,0.38968680615118584,0,0,+,0.3791355825802922
IGSF9,fid_23486,0.4250784962934268,0,0,0.4241646135637341,0,0,+,0.4250784962934268
LDLR,fid_23486,0.6422109537837885,0,0,0.655396093229994,0,0,+,0.6422109537837885
MFGE8,fid_23486,0.47156942462408286,0,0,0.4443689427023816,0,0,+,0.47156942462408286
NPY,fid_23486,0.42679536730591616,0,0,0.44795971001539003,0,0,+,0.42679536730591616
PRAP1,fid_23486,0.3937077904865554,0,0,0.4062131004300213,0,0,+,0.3937077904865554
ADIPOQ,fid_23422,0.3716233583605293,0,0,0.3728850031126352,0,0,+,0.3716233583605293
APOA1,fid_23422,0.5131950503935587,0,0,0.6251943516339519,0,0,+,0.5131950503935587
APOC1,fid_23422,0.407223775184317,0,0,0.47076435814095774,0,0,+,0.407223775184317
APOM,fid_23422,0.42716918432557727,0,0,0.433648330017591,0,0,+,0.42716918432557727
MXRA8,fid_23422,0.4177067285033456,0,0,0.4226515169466197,0,0,+,0.4177067285033456
PLTP,fid_23422,0.5091936249086855,0,0,0.5257010024143511,0,0,+,0.5091936249086855
SIT1,fid_23422,-0.3811968256287295,0,0,-0.37612227564758777,0,0,-,0.3811968256287295
APOM,fid_23528,0.41135597412238484,0,0,0.4067788006369594,0,0,+,0.41135597412238484
FGFBP1,fid_23528,0.5059708581443368,0,0,0.49944541139614923,0,0,+,0.5059708581443368
PLA2G7,fid_23528,0.5397614905223397,0,0,0.5502402999321803,0,0,+,0.5397614905223397
APOM,fid_23421,0.4092771199879053,0,0,0.40738075155811376,0,0,+,0.4092771199879053
FGFBP1,fid_23421,0.48813784235504687,0,0,0.4825093144279622,0,0,+,0.48813784235504687
PLA2G7,fid_23421,0.555849869378946,0,0,0.5694460857243102,0,0,+,0.555849869378946
ADIPOQ,fid_23563,0.4295342484901445,0,0,0.4365861655484838,0,0,+,0.4295342484901445
APOA1,fid_23563,0.4183706161425244,0,0,0.5044410395338605,0,0,+,0.4183706161425244
CFH,fid_23563,-0.38843290050733975,0,0,-0.40033462361987315,0,0,-,0.38843290050733975
LDLR,fid_23563,-0.4430056950454535,0,0,-0.4482005589752446,0,0,-,0.4430056950454535
MXRA8,fid_23563,0.4649986281930642,0,0,0.47745535424241803,0,0,+,0.4649986281930642
PLTP,fid_23563,0.5567773670367078,0,0,0.5856029014447794,0,0,+,0.5567773670367078
PON3,fid_23563,0.4001716481823396,0,0,0.45675135836524955,0,0,+,0.4001716481823396
SSC4D,fid_23563,-0.39791810915604536,0,0,-0.42577396548869945,0,0,-,0.39791810915604536
APOM,fid_23535,0.42802367721602075,0,0,0.4265308515611169,0,0,+,0.42802367721602075
FGFBP1,fid_23535,0.4963012666035264,0,0,0.49022529319029856,0,0,+,0.4963012666035264
PLA2G7,fid_23535,0.5467871722040193,0,0,0.5591223083116157,0,0,+,0.5467871722040193
AGRP,fid_23500,0.4256180503352471,0,0,0.4268079381077603,0,0,+,0.4256180503352471
CCN1,fid_23500,0.4009722680312806,0,0,0.3963330579424442,0,0,+,0.4009722680312806
CES1,fid_23500,0.37196083907515143,0,0,0.379333769055792,0,0,+,0.37196083907515143
FURIN,fid_23500,0.3782128788124092,0,0,0.3792568212204021,0,0,+,0.3782128788124092
GHR,fid_23500,0.39759418106042327,0,0,0.40592040754714326,0,0,+,0.39759418106042327
IGSF9,fid_23500,0.3750878591148312,0,0,0.38219793519087586,0,0,+,0.3750878591148312
LCAT,fid_23500,0.3999484443829295,0,0,0.41316639925580473,0,0,+,0.3999484443829295
LDLR,fid_23500,0.687178164574589,0,0,0.7024518282237415,0,0,+,0.687178164574589
MFGE8,fid_23500,0.41427412036054523,0,0,0.39538355189488433,0,0,+,0.41427412036054523
NPY,fid_23500,0.4297706030639204,0,0,0.4366628683618624,0,0,+,0.4297706030639204
PLA2G7,fid_23500,0.38114882878627826,0,0,0.3866671996779986,0,0,+,0.38114882878627826
RARRES2,fid_23500,0.3739836436224145,0,0,0.39808778742882794,0,0,+,0.3739836436224145
APOA1,fid_23570,0.5331852872850105,0,0,0.6496792239893553,0,0,+,0.5331852872850105
APOC1,fid_23570,0.40078811391706226,0,0,0.4622532320716713,0,0,+,0.40078811391706226
APOM,fid_23570,0.414938483590924,0,0,0.4190301531059316,0,0,+,0.414938483590924
PLTP,fid_23570,0.44972913112749885,0,0,0.4601984390225719,0,0,+,0.44972913112749885
APOM,fid_23542,0.37855189967160335,0,0,0.37644544169225547,0,0,+,0.37855189967160335
FGFBP1,fid_23542,0.4605833704300571,0,0,0.45673839021362317,0,0,+,0.4605833704300571
PLA2G7,fid_23542,0.5561925783221328,0,0,0.5708120174013734,0,0,+,0.5561925783221328
FGFBP1,fid_23507,0.41463763295403117,0,0,0.4268848577665698,0,0,+,0.41463763295403117
LDLR,fid_23507,0.48265184394353106,0,0,0.48281791178646316,0,0,+,0.48265184394353106
PLA2G7,fid_23507,0.5773433957255532,0,0,0.5974564235398734,0,0,+,0.5773433957255532
APOA1,fid_23577,0.3911587343940989,0,0,0.4733789281151033,0,0,+,0.3911587343940989
APOC1,fid_23577,0.3899002571617403,0,0,0.45178361960971025,0,0,+,0.3899002571617403
APOM,fid_23577,0.4302393746954033,0,0,0.44435716011147763,0,0,+,0.4302393746954033
ERBB3,fid_23577,0.37631886440156154,0,0,0.39390778513402974,0,0,+,0.37631886440156154
MAMDC4,fid_23577,0.4167941289595779,0,0,0.41957912555156895,0,0,+,0.4167941289595779
PROC,fid_23577,0.3725974956735534,0,0,0.37637874076204725,0,0,+,0.3725974956735534
FGFBP1,fid_23549,0.4652838199938408,0,0,0.45989556961005384,0,0,+,0.4652838199938408
PLA2G7,fid_23549,0.5602173984292629,0,0,0.5757656620730934,0,0,+,0.5602173984292629
FGFBP1,fid_23514,0.42225337388249345,0,0,0.43164807352376505,0,0,+,0.42225337388249345
LDLR,fid_23514,0.47077892932222304,0,0,0.4702947471192691,0,0,+,0.47077892932222304
PLA2G7,fid_23514,0.5788737409080861,0,0,0.5996007821233843,0,0,+,0.5788737409080861
AGRP,fid_23420,0.3812478167117858,0,0,0.3747080892996534,0,0,+,0.3812478167117858
CCN1,fid_23420,0.3747191121687204,0,0,0.36428032187048753,2.13534856e-316,8.8789332304e-314,+,0.3747191121687204
LDLR,fid_23420,0.6305288591244834,0,0,0.636479352516227,0,0,+,0.6305288591244834
NPY,fid_23420,0.37340651109668427,0,0,0.3702570314466591,0,0,+,0.37340651109668427
PLA2G7,fid_23420,0.5061497348006837,0,0,0.5193018217743285,0,0,+,0.5061497348006837
LDLR,fid_23556,-0.4116960709233656,0,0,-0.39667723987320497,0,0,-,0.4116960709233656
PLTP,fid_23556,0.4134444586863265,0,0,0.4148695281355083,0,0,+,0.4134444586863265
AGRP,fid_23493,0.4336427441279133,0,0,0.43859918290419464,0,0,+,0.4336427441279133
CCN1,fid_23493,0.4086607685770955,0,0,0.4058929847116864,0,0,+,0.4086607685770955
CES1,fid_23493,0.3826957302825628,0,0,0.38310577822367,0,0,+,0.3826957302825628
FURIN,fid_23493,0.3739662018999447,0,0,0.3734439721906478,0,0,+,0.3739662018999447
GHR,fid_23493,0.38914680232114945,0,0,0.3967366746861308,0,0,+,0.38914680232114945
IGSF9,fid_23493,0.38121039787804784,0,0,0.38192202974200123,0,0,+,0.38121039787804784
LCAT,fid_23493,0.37178191045489756,0,0,0.38222016299252976,0,0,+,0.37178191045489756
LDLR,fid_23493,0.6790142602025301,0,0,0.6929741927456932,0,0,+,0.6790142602025301
MFGE8,fid_23493,0.4309808721936649,0,0,0.40782353240055724,0,0,+,0.4309808721936649
NPY,fid_23493,0.4282765273060483,0,0,0.4384654408611803,0,0,+,0.4282765273060483
FGFBP1,fid_23521,0.40519778056741823,0,0,0.41618068252401863,0,0,+,0.40519778056741823
LDLR,fid_23521,0.42887847557519115,0,0,0.4213025125467217,0,0,+,0.42887847557519115
PLA2G7,fid_23521,0.5288164502765416,0,0,0.5474012698115757,0,0,+,0.5288164502765416
MFGE8,fid_23612,-0.4106636505009444,0,0,-0.36978633267131233,0,0,-,0.4106636505009444
ASGR1,fid_23617,-0.38172450364504323,0,0,-0.36472743291826804,3.161469e-317,1.3305463215e-314,-,0.38172450364504323
CES1,fid_23617,-0.37316480726725987,0,0,-0.3400985134037357,1.7993647967953514e-273,4.752304195565269e-271,-,0.37316480726725987
IGSF9,fid_23617,-0.4336875211473677,0,0,-0.4107551302162442,0,0,-,0.4336875211473677
LDLR,fid_23617,-0.5278724847874904,0,0,-0.5221606811596102,0,0,-,0.5278724847874904
MFGE8,fid_23617,-0.4800055170486484,0,0,-0.44040710314463283,0,0,-,0.4800055170486484
NPY,fid_23617,-0.374676609962353,0,0,-0.37929174175220615,0,0,-,0.374676609962353
PON3,fid_23617,0.4088593367275224,0,0,0.43072821044723913,0,0,+,0.4088593367275224
PRAP1,fid_23617,-0.4598866919257442,0,0,-0.4533619452552024,0,0,-,0.4598866919257442
ADIPOQ,fid_23642,0.3777371647725135,0,0,0.38151634234768594,0,0,+,0.3777371647725135
APOA1,fid_23642,0.48294930697558464,0,0,0.5742242159949867,0,0,+,0.48294930697558464
APOC1,fid_23642,0.4010260408703125,0,0,0.4404523454751447,0,0,+,0.4010260408703125
APOM,fid_23642,0.43736956564185286,0,0,0.4344858164334715,0,0,+,0.43736956564185286
MXRA8,fid_23642,0.4316515320179405,0,0,0.43231934418468815,0,0,+,0.4316515320179405
PLTP,fid_23642,0.5291895694841888,0,0,0.5340696334865106,0,0,+,0.5291895694841888
PON3,fid_23642,0.41560120896341346,0,0,0.45127199048753,0,0,+,0.41560120896341346
SIT1,fid_23642,-0.3879757997846272,0,0,-0.3824676370088693,0,0,-,0.3879757997846272
AGRP,fid_23622,-0.42405945275239415,0,0,-0.4290192186588628,0,0,-,0.42405945275239415
ASGR1,fid_23622,-0.376890685026888,0,0,-0.3776532750922998,0,0,-,0.376890685026888
CCN1,fid_23622,-0.3904385376534915,0,0,-0.38650258947045424,0,0,-,0.3904385376534915
CES1,fid_23622,-0.4035444282894956,0,0,-0.40509278800757564,0,0,-,0.4035444282894956
FURIN,fid_23622,-0.3759704574880829,0,0,-0.38976307212828737,0,0,-,0.3759704574880829
